"ID","Title","Hyperlink","Make","Model","Year","Mileage","Fuel Type","Transmission","Body Type","Seats","Engine Size(Litres)","Road Tax","NCT Expiry","Country of Registeration","Colour","Doors","Views","Days Online"
"25848413","Fiat Punto **JUST NCT'D & TAXED**","https://www.donedeal.ie/cars-for-sale/fiat-punto-just-nctd-amp-taxed/25848413","Fiat","Punto","2009","110000 mi","Petrol","Manual","Hatchback","5","1.2","280","Jan 2021","Ireland","Black","5","177","2 days"
"24386937","2012 Toyota Yaris 1.3 TR","https://www.donedeal.ie/cars-for-sale/2012-toyota-yaris-1-3-tr/24386937","Toyota","Yaris","2012","67000 mi","Petrol","Manual","Hatchback","","1.3","199","Feb 2022","Ireland","Red","5","85","3 days"
"25372183","11 Audi A5 S-LINE 3.0 TDI Quattro S-tronic 240PS","https://www.donedeal.ie/cars-for-sale/11-audi-a5-s-line-3-0-tdi-quattro-s-tronic-240ps/25372183","Audi","A5","2011","140000 km","Diesel","Automatic","Coupe","5","3.0","750","Oct 2021","Ireland","White","2","345","3 days"
"25537025","MINI ONE 1.6 DIESEL €6250","https://www.donedeal.ie/cars-for-sale/mini-one-1-6-diesel-6250/25537025","Mini","ONE","2011","148121 km","Diesel","","Hatchback","4","1.6","180","Sep 2021","Ireland","Orange","3","120","1 day"
"25539905","2016 RENAULT CLIO /// DYNAMIQUE SAT NAV DCI 90 ///","https://www.donedeal.ie/cars-for-sale/2016-renault-clio-dynamique-sat-nav-dci-90-/25539905","Renault","Clio","2016","62200 mi","Diesel","Manual","Hatchback","5","1.5","180","Jul 2022","Ireland","Black","5","290","11 days"
"25099944","Toyota Avensis, 2016, SAT-NAV , CRUISE CTRL,","https://www.donedeal.ie/cars-for-sale/toyota-avensis-2016-sat-nav-cruise-ctrl-/25099944","Toyota","Avensis","2016","79897 mi","Diesel","Manual","Saloon","5","1.6","180","Jul 2022","Ireland","Grey","4","89","5 days"
"25835700","Audi a8 3.0 Tdi Automatic in showroom condition","https://www.donedeal.ie/cars-for-sale/audi-a8-3-0-tdi-automatic-in-showroom-condition/25835700","Audi","A8","2009","","Diesel","Automatic","Saloon","5","3.0","1,200","May 2021","Ireland","Black","5","916","4 days"
"25833282","Ford S-MAX","https://www.donedeal.ie/cars-for-sale/ford-s-max/25833282","Ford","S-MAX","2010","293000 km","Diesel","Manual","MPV","7","2.0","390","Jan 2021","Ireland","Silver","5","310","4 days"
"25759410","2009 SUZUKI SX-4 1.6 DSL.","https://www.donedeal.ie/cars-for-sale/2009-suzuki-sx-4-1-6-dsl-/25759410","Suzuki","SX-4","2009","114000 mi","Diesel","Manual","SUV","5","1.6","280","May 2021","Ireland","Black","5","144","2 days"
"24150628","Nissan Qashqai, 2017","https://www.donedeal.ie/cars-for-sale/nissan-qashqai-2017/24150628","Nissan","Qashqai","2017","25700 km","Diesel","Manual","SUV","5","1.5","180","","","Grey","5","107","1 day"
"25566392","2012 Audi A4 Technic 2.0 Tdi 136Bhp","https://www.donedeal.ie/cars-for-sale/2012-audi-a4-technic-2-0-tdi-136bhp/25566392","Audi","A4","2012","155000 mi","Diesel","","Saloon","","2.0","200","Jan 2021","Ireland","Black","","590","3 days"
"25863155","2011 Peugeot 508 1.6 Diesel Nct-05/2021 cheap tax","https://www.donedeal.ie/cars-for-sale/2011-peugeot-508-1-6-diesel-nct-05-2021-cheap-tax/25863155","Peugeot","508","2011","125000 mi","Diesel","","Saloon","5","1.6","270","Sep 2021","Ireland","Grey","4","462","1 day"
